,construct_year,number_of_room,size_metre,Elevator,Parking,Cage,Balcon,main_neighbourhood,price_perMetre_Tooman,floor
817,۱۴۰۱,۱,۶۵,1,1,1,0,وردآورد,۴۰٬۷۶۹٬۰۰۰ ,۱
818,۱۴۰۱,۳,۱۳۵,1,1,1,0,پاسداران,۱۲۵٬۰۰۰٬۰۰۰ ,۵
819,۱۳۹۵,۱,۵۶,1,1,1,0,کوی فردوس,۷۷٬۶۷۸٬۰۰۰ ,۴
820,۱۳۹۹,۲,۱۱۷,1,1,1,0,شمس‌آباد,۵۹٬۰۰۰٬۰۰۰ ,۴
821,۱۳۹۱,۲,۱۱۰,1,1,1,0,قیطریه، خیابان منظریه (خ. رحمانی),۱۰۴٬۵۴۵٬۰۰۰ ,۱
822,۱۳۹۵,۲,۶۴,1,1,1,0,استاد معین,۴۴٬۳۷۵٬۰۰۰ ,۲
823,۱۳۸۸,۱,۵۲,0,1,1,0,جی,۳۷٬۵۰۰٬۰۰۰ ,۲
824,۱۴۰۱,۲,۹۲,1,1,1,0,چیتگر,۹٬۲۳۹٬۰۰۰ ,۱۸
825,۱۳۷۱,۲,۱۱۰,1,1,1,0,قلهک,۶۸٬۱۸۱٬۰۰۰ ,۹
826,۱۴۰۱,۳,۱۱۶,1,1,1,0,جنت‌آباد شمالی,۷۵٬۰۰۰٬۰۰۰ ,۲
827,۱۳۹۷,۱,۵۵,1,0,1,0,مبارک‌آباد بهشتی,۲۲٬۰۰۰٬۰۰۰ ,۱
828,۱۳۸۴,۲,۵۹,1,1,0,0,کوی فردوس، بلوار فردوس (ب. ستاری),۶۶٬۹۴۹٬۰۰۰ ,۲
829,۱۴۰۱,۳,۲۲۰,1,1,1,0,زعفرانیه,۳۰۹٬۰۹۰٬۰۰۰ ,۴
830,۱۳۹۵,۳,۱۱۰,1,1,1,0,هفت چنار,۳۸٬۶۳۶٬۰۰۰ ,۲
831,۱۴۰۱,۳,۲۳۰,1,1,1,0,پاسداران,۱۰۴٬۳۴۷٬۰۰۰ ,۷
832,۱۴۰۱,۳,۳۹۶,1,1,1,0,نیاوران,۱۳۵٬۹۸۴٬۰۰۰ ,۳
833,۱۴۰۱,۳,۱۶۵,1,1,1,0,هروی,۱۱۵٬۱۵۱٬۰۰۰ ,۷
834,۱۴۰۱,۳,۱۴۵,1,1,0,0,دیلمان,۳۸٬۶۲۰٬۰۰۰ ,۵
835,۱۳۹۵,۳,۳۰۰,1,1,1,0,فرمانیه,۱۲۰٬۰۰۰٬۰۰۰ ,۶
836,۱۴۰۱,۲,۷۵,1,1,0,0,بهار,۷۵٬۳۳۳٬۰۰۰ ,۴
837,۱۴۰۱,۲,۸۰,1,1,1,0,نواب,۳۹٬۳۷۵٬۰۰۰ ,۱
838,۱۳۷۱,۳,۱۵۰,0,1,1,0,الهیه,۹۳٬۳۳۳٬۰۰۰ ,۱
839,۱۳۹۶,۲,۱۰۳,1,1,1,0,نارمک,۶۴٬۰۷۷٬۰۰۰ ,۱
840,۱۴۰۰,۲,۹۰,1,1,1,0,مبارک‌آباد بهشتی,۱۶٬۰۰۰٬۰۰۰ ,۳
841,۱۳۹۱,۱,۴۵,0,1,1,0,سبلان، خیابان سبلان شمالی (ب. امام علی),۴۷٬۷۷۷٬۰۰۰ ,۲
842,۱۳۸۷,۳,۱۶۵,1,1,1,0,سعادت‌آباد,۱۲۵٬۱۵۱٬۰۰۰ ,۲
843,۱۳۹۴,۲,۷۸,1,1,1,0,میدان حر، میدان حر (خیابان کارگر جنوبی),۵۱٬۲۸۲٬۰۰۰ ,۲
844,۱۴۰۱,۲,۱۰۰,1,1,1,0,قلهک، خیابان نعمتی (خ. شهید کلاهدوز),۱۴۰٬۰۰۰٬۰۰۰ ,۵
845,۱۳۹۱,۱,۵۱,0,0,1,0,کرمان,۴۵٬۶۸۶٬۰۰۰ ,۱
846,۱۳۹۰,۲,۸۰,1,1,1,0,ظفر,۸۵٬۰۰۰٬۰۰۰ ,۲
847,۱۴۰۱,۳,۱۰۵,1,1,1,0,چیتگر,۱۱۹٬۰۴۷٬۰۰۰ ,۳
848,۱۳۹۰,۱,۵۳,1,0,1,0,وحیدیه، خیابان ارباب مهدی (خ. نظام آباد),۴۴٬۳۳۹٬۰۰۰ ,۲
849,۱۳۹۵,۳,۲۰۰,1,1,1,0,فرمانیه,۱۷۰٬۰۰۰٬۰۰۰ ,۶
850,۱۳۹۴,۱,۶۰,1,1,1,0,اباذر,۹۱٬۶۶۶٬۰۰۰ ,۳
851,۱۳۸۱,۱,۶۵,1,0,1,0,پیروزی,۳۹٬۲۳۰٬۰۰۰ ,۴
852,۱۴۰۰,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۱۲۱٬۳۳۳٬۰۰۰ ,۲
853,۱۴۰۱,۱,۵۵,1,1,1,0,پونک,۱۰۵٬۰۰۰٬۰۰۰ ,۷
854,۱۴۰۰,۲,۱۲۵,1,1,1,0,ظفر,۱۱۵٬۰۰۰٬۰۰۰ ,۳
855,۱۴۰۱,۳,۱۳۵,1,1,1,0,جنت‌آباد شمالی، خیابان علیپور (بلوار مبعث),۷۵٬۰۰۰٬۰۰۰ ,۲
856,۱۳۹۷,۳,۱۳۳,1,1,1,0,قیطریه,۹۹٬۲۴۸٬۰۰۰ ,۲
857,۱۳۸۱,۳,۱۶۵,0,1,1,0,سعادت‌آباد، خیابان صراف‌های شمالی (بلوار سرو غربی),۷۲٬۱۲۱٬۰۰۰ ,۲
858,1369,۳,۲۴۵,0,1,1,0,سهروردی,۵۱٬۰۲۰٬۰۰۰ ,0
859,۱۳۸۰,۱,۵۷,0,1,1,0,شاهین، خیابان بصارتی (بلوار کبیری طامه شمالی),۶۴٬۹۱۲٬۰۰۰ ,۳
860,۱۴۰۱,۳,۱۴۸,1,1,1,0,پونک,۸۵٬۰۰۰٬۰۰۰ ,۵
861,۱۳۹۷,۲,۱۰۰,1,1,1,0,ازگل,۸۶٬۵۰۰٬۰۰۰ ,۲
862,۱۴۰۰,۲,۸۸,1,1,1,0,شهر زیبا,۸۱٬۲۵۰٬۰۰۰ ,۲
863,۱۳۷۶,۱,۶۰,1,0,1,0,نارمک,۵۶٬۶۶۶٬۰۰۰ ,۴
864,۱۳۹۵,۱,۷۷,1,1,1,0,وحیدیه، کوچه دوستی (خ. داوودی),۳۸٬۹۶۱٬۰۰۰ ,۴
865,۱۴۰۱,۳,۱۹۲,1,1,1,0,ولنجک,۲۵۰٬۰۰۰٬۰۰۰ ,۲
866,۱۳۹۷,۲,۱۰۵,1,1,1,0,آجودانیه,۱۱۸٬۰۹۵٬۰۰۰ ,۲
867,۱۳۹۷,۲,۹۰,1,1,1,0,امیرآباد,۸۵٬۰۰۰٬۰۰۰ ,۲
868,۱۴۰۰,۲,۷۸,1,1,1,0,استاد معین,۴۸٬۰۷۶٬۰۰۰ ,۲
869,۱۳۹۴,۳,۱۴۸,1,1,1,0,سعادت‌آباد,۸۷٬۸۳۷٬۰۰۰ ,۲
870,۱۴۰۱,۳,۱۷۵,1,1,1,0,میرداماد,۱۰۵٬۰۰۰٬۰۰۰ ,۵
871,۱۳۹۲,۲,۱۳۰,1,1,1,0,هروی,۷۰٬۷۶۹٬۰۰۰ ,۲
872,۱۳۹۹,۱,۶۱,1,1,1,0,سهروردی,۶۳٬۹۳۴٬۰۰۰ ,۱
873,۱۳۸۶,۲,۷۷,0,1,1,0,پونک,۷۶٬۶۲۳٬۰۰۰ ,۲
874,۱۳۸۷,۲,۱۰۵,1,1,1,0,اباذر,۶۸٬۵۷۱٬۰۰۰ ,۲
875,۱۳۹۶,۳,۱۸۱,1,1,1,0,جردن,۱۰۰٬۰۰۰٬۰۰۰ ,۵
876,۱۳۹۰,۲,۹۵,1,1,1,0,اباذر، کوچه مهران (بلوار آیت الله کاشانی),۶۱٬۰۵۲٬۰۰۰ ,۳
877,۱۳۸۲,۲,۸۵,0,1,1,0,کوی فردوس,۵۵٬۲۹۴٬۰۰۰ ,۳
878,۱۳۸۳,۲,۶۰,0,1,1,0,جیحون,۴۷٬۵۰۰٬۰۰۰ ,۲
879,۱۳۹۷,۲,۱۰۸,1,1,1,0,تهرانپارس غربی,۶۸٬۹۸۱٬۰۰۰ ,۱
880,۱۴۰۱,۳,۱۴۰,1,1,1,0,دریاچه شهدای خلیج فارس,۱۱٬۴۲۸٬۰۰۰ ,۵
881,۱۳۹۰,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۸۶٬۶۶۶٬۰۰۰ ,۴
882,۱۳۸۲,۱,۵۰,0,0,1,0,سلیمانی,۳۱٬۶۰۰٬۰۰۰ ,0
883,۱۳۸۷,۳,۲۱۰,1,1,1,0,امانیه,۹۵٬۲۳۸٬۰۰۰ ,۶
884,۱۴۰۰,۳,۱۹۷,1,1,1,0,جردن,۱۲۰٬۰۰۰٬۰۰۰ ,۲
885,۱۳۹۸,۲,۸۵,1,1,1,0,مرزداران,۸۲٬۳۵۲٬۰۰۰ ,۱
886,۱۳۹۸,۲,۱۰۵,1,1,1,0,سهروردی,۷۰٬۴۷۶٬۰۰۰ ,۴
887,۱۳۸۴,۳,۱۲۰,1,1,1,0,میرداماد,۷۴٬۵۸۳٬۰۰۰ ,۱
888,۱۳۸۵,۳,۱۲۴,1,1,1,0,ونک,۹۲٬۷۴۱٬۰۰۰ ,۳
889,۱۳۸۷,۳,۲۱۰,1,1,1,0,دارآباد,۸۸٬۰۹۵٬۰۰۰ ,۶
890,۱۴۰۱,۲,۷۰,1,1,0,0,مسعودیه,۳۱٬۰۰۰٬۰۰۰ ,۲
891,۱۴۰۱,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۱۴۰٬۰۰۰٬۰۰۰ ,۱
892,۱۳۹۵,۳,۱۳۰,1,1,1,0,مرزداران,۸۰٬۷۶۹٬۰۰۰ ,۵
893,۱۴۰۰,۳,۱۸۵,1,1,1,0,سعادت‌آباد,۱۸۰٬۰۰۰٬۰۰۰ ,۲
894,۱۳۹۸,۲,۷۸,1,1,0,0,قلهک,۱۰۰٬۰۰۰٬۰۰۰ ,۴
895,۱۴۰۱,۲,۱۱۵,1,1,1,0,جنت‌آباد مرکزی,۸۶٬۹۵۶٬۰۰۰ ,۵
896,۱۳۷۶,۱,۵۵,0,0,1,0,استاد معین,۳۷٬۲۷۲٬۰۰۰ ,۲
897,۱۳۸۳,۳,۱۲۰,1,1,1,0,سعادت‌آباد,۹۴٬۱۶۶٬۰۰۰ ,۵
898,۱۳۸۳,۳,۱۷۶,1,1,1,0,دروس,۱۰۲٬۲۷۲٬۰۰۰ ,۶
899,۱۴۰۰,۳,۱۶۳,1,1,1,0,مرزداران، خیابان سپهر (بلوار مرزداران),۱۱۹٬۰۱۸٬۰۰۰ ,۳
900,۱۳۸۷,۳,۲۰۵,1,1,1,0,الهیه,۱۲۲٬۹۲۶٬۰۰۰ ,۴
901,۱۳۸۵,۳,۱۴۵,1,1,1,0,میرداماد,۸۰٬۰۰۰٬۰۰۰ ,۵
902,۱۳۹۱,۳,۱۶۰,1,1,1,0,سعادت‌آباد,۱۱۵٬۶۲۵٬۰۰۰ ,۲
903,۱۴۰۱,+۴,۴۰۵,1,1,1,0,جنت‌آباد مرکزی,۶۹٬۱۳۵٬۰۰۰ ,۵
904,۱۴۰۱,۲,۹۸,1,1,1,0,جنت‌آباد مرکزی,۶۸٬۰۰۰٬۰۰۰ ,۲
905,۱۳۹۹,۲,۱۲۰,1,1,1,0,پاسداران,۹۵٬۸۳۳٬۰۰۰ ,۲
906,۱۳۹۱,۳,۱۱۷,1,1,1,0,شهر زیبا,۶۷٬۹۴۸٬۰۰۰ ,۱
907,۱۴۰۰,۲,۱۱۰,1,1,1,0,جنت‌آباد مرکزی,۶۸٬۰۰۰٬۰۰۰ ,۸
908,۱۳۹۷,۲,۹۹,1,1,1,0,کوی فردوس,۶۵٬۶۵۶٬۰۰۰ ,۵
909,۱۴۰۱,۲,۷۰,1,1,1,0,مرزداران,۸۵٬۰۰۰٬۰۰۰ ,0
910,۱۳۸۷,۲,۷۳,0,0,1,0,افسریه,۳۰٬۸۲۱٬۰۰۰ ,۳
911,۱۳۸۵,۳,۱۵۰,1,1,1,0,اختیاریه، خیابان نعمتی (خ. شهید کلاهدوز),۸۵٬۳۳۳٬۰۰۰ ,۴
912,۱۴۰۱,۱,۶۴,1,1,1,0,سوهانک,۱۱۷٬۱۸۷٬۰۰۰ ,۳
913,۱۳۹۳,۲,۶۵,1,1,1,0,پونک، بلوار عدل شمالی (بزرگراه آبشناسان),۷۶٬۱۵۳٬۰۰۰ ,۱
914,۱۴۰۱,۳,۱۸۰,1,1,1,0,سهروردی,۸۰٬۰۰۰٬۰۰۰ ,۴
915,۱۳۹۶,۳,۱۷۰,1,1,1,0,سعادت‌آباد,۱۳۰٬۰۰۰٬۰۰۰ ,۵
916,۱۴۰۱,۳,۱۳۵,1,1,1,0,سعادت‌آباد,۱۳۳٬۳۳۳٬۰۰۰ ,۲
917,۱۴۰۱,۳,۱۳۰,1,1,1,0,فرمانیه,۱۲۶٬۰۰۰٬۰۰۰ ,۲
918,۱۳۹۷,۳,۲۱۰,1,1,1,0,نیاوران,۱۵۰٬۰۰۰٬۰۰۰ ,۲
919,۱۳۸۱,۲,۷۴,0,1,1,0,هوانیروز,۵۱٬۳۵۱٬۰۰۰ ,۴
920,۱۳۹۰,۳,۱۶۲,1,1,1,0,ولنجک,۱۳۵٬۸۰۲٬۰۰۰ ,۴
921,۱۳۷۸,۲,۸۰,0,0,1,0,پیروزی، خیابان دهقان (خ. پیروزی),۳۳٬۷۵۰٬۰۰۰ ,۳
922,۱۳۸۹,۲,۶۸,0,0,1,0,نارمک,۴۳٬۳۸۲٬۰۰۰ ,۱
923,۱۳۹۸,۱,۵۵,1,1,1,0,اندیشه (شهر زیبا),۱۵٬۴۵۴٬۰۰۰ ,۱
924,۱۳۸۹,۲,۷۵,0,1,1,0,جنت‌آباد جنوبی,۶۴٬۰۰۰٬۰۰۰ ,۱
925,۱۳۸۲,۲,۷۴,1,1,1,0,باغ فیض,۶۴٬۱۸۹٬۰۰۰ ,۱
926,۱۳۸۴,۲,۹۲,1,1,1,0,سعادت‌آباد,۸۹٬۱۳۰٬۰۰۰ ,۲
927,۱۳۹۵,۲,۷۰,1,1,1,0,شاهین، خیابان بصارتی (بلوار کبیری طامه شمالی),۷۵٬۰۰۰٬۰۰۰ ,۳
928,۱۳۹۴,۲,۶۱,1,1,1,0,بهار، خیابان دکتر شریعتی,۶۸٬۸۵۲٬۰۰۰ ,۳
929,۱۴۰۱,۲,۱۲۵,1,1,1,0,ظفر، کوچه فرید افشار (خ. ظفر),۱۲۴٬۰۰۰٬۰۰۰ ,۵
930,۱۴۰۱,۲,۱۲۳,1,1,1,0,ازگل,۱۱۹٬۵۱۲٬۰۰۰ ,۳
931,۱۳۹۷,۲,۹۸,1,1,1,0,جماران,۱۱۲٬۲۴۴٬۰۰۰ ,۲
932,۱۳۹۱,۲,۷۲,1,1,1,0,تهرانپارس شرقی,۵۳٬۴۷۲٬۰۰۰ ,۵
933,۱۴۰۱,۲,۱۲۱,1,1,1,0,پاسداران,۸۰٬۰۰۰٬۰۰۰ ,۲
934,۱۴۰۱,۳,۱۴۶,1,1,1,0,ونک,۱۱۶٬۴۳۸٬۰۰۰ ,۴
935,۱۳۸۵,۲,۹۸,1,1,0,0,ونک,۹۰٬۸۱۶٬۰۰۰ ,۳
936,۱۳۸۴,۲,۷۰,0,0,1,0,شهید رجایی,۲۱٬۴۲۸٬۰۰۰ ,۴
937,۱۴۰۰,۳,۱۲۷,1,1,1,0,یوسف‌آباد,۱۰۹٬۰۵۵٬۰۰۰ ,۴
938,۱۳۹۶,۲,۱۴۸,1,1,1,0,ولنجک,۹۴٬۵۹۴٬۰۰۰ ,۳
939,۱۳۹۷,۱,۴۶,1,1,1,0,اندیشه (شهر زیبا),۱۹٬۱۳۰٬۰۰۰ ,۱
940,۱۴۰۱,۲,۱۳۰,1,1,1,0,شهرک نفت (منطقه ۵),۱۱۵٬۰۰۰٬۰۰۰ ,۴
941,۱۳۸۹,۳,۱۰۸,1,1,1,0,کوی مهران,۷۱٬۷۵۹٬۰۰۰ ,۳
942,۱۴۰۱,۲,۱۱۷,1,1,1,0,پاسداران,۸۵٬۴۷۰٬۰۰۰ ,۶
943,۱۴۰۱,۳,۱۲۸,1,1,1,0,دریاچه شهدای خلیج فارس,۲۹٬۲۹۶٬۰۰۰ ,۲۶
944,۱۳۹۵,۲,۹۵,1,1,1,0,مرزداران,۸۶٬۳۱۵٬۰۰۰ ,۲
945,۱۴۰۱,۱,۷۰,1,1,1,0,نیاوران,۱۰۵٬۵۷۱٬۰۰۰ ,۴
946,۱۳۹۵,۳,۱۲۷,1,1,1,0,میرداماد,۹۸٬۴۲۵٬۰۰۰ ,۱
947,۱۳۹۷,۳,۱۲۲,1,1,1,0,جلفا,۷۵٬۴۰۹٬۰۰۰ ,۱
948,۱۳۹۹,۳,۱۶۵,1,1,1,0,مرزداران، بلوار مرزداران (بزرگراه یادگار امام),۱۱۹٬۶۹۶٬۰۰۰ ,۵
949,۱۳۹۴,۲,۸۰,1,0,1,0,بریانک,۳۵٬۰۰۰٬۰۰۰ ,۲
950,۱۳۹۸,۲,۷۵,1,0,1,0,سلیمانی,۳۴٬۶۶۶٬۰۰۰ ,۲
951,۱۳۹۰,۲,۱۰۴,1,1,1,0,هروی,۷۹٬۳۲۶٬۰۰۰ ,۳
952,۱۴۰۱,۳,۱۴۵,1,1,1,0,دریاچه شهدای خلیج فارس,۶۵٬۵۱۷٬۰۰۰ ,۷
953,۱۴۰۱,۳,۱۵۰,1,1,1,0,تهرانپارس غربی,۹۰٬۰۰۰٬۰۰۰ ,۴
954,۱۳۸۸,۲,۱۳۰,1,1,1,0,ولنجک,۱۳۱٬۵۳۸٬۰۰۰ ,۲
955,۱۳۹۹,۳,۱۱۳,1,1,1,0,نیلوفر، خیابان عشقیار (نیلوفر) (خیابان خرمشهر),۷۸٬۷۶۱٬۰۰۰ ,۱
956,۱۴۰۱,۲,۱۰۵,1,1,1,0,پلیس,۷۵٬۰۰۰٬۰۰۰ ,۴
957,۱۳۹۲,۳,۱۱۰,1,1,1,0,دریان‌نو، میدان دریان نو (خیابان چهارم),۶۷٬۲۷۲٬۰۰۰ ,۳
958,۱۳۷۲,۳,۱۶۰,0,0,1,0,قلهک,۶۸٬۷۵۰٬۰۰۰ ,۱
959,۱۳۹۹,۲,۱۰۵,1,1,1,0,شهر زیبا,۶۱٬۴۲۸٬۰۰۰ ,۲
960,۱۳۸۴,۳,۱۲۷,1,1,1,0,سعادت‌آباد,۸۵٬۰۳۹٬۰۰۰ ,۲
961,۱۳۹۳,۱,۵۹,1,1,1,0,شمس‌آباد,۵۵٬۰۸۴٬۰۰۰ ,۱
962,۱۳۹۵,۲,۹۳,1,1,1,0,شهر زیبا,۵۸٬۰۶۴٬۰۰۰ ,۳
963,۱۳۹۴,۳,۱۴۰,1,1,1,0,شهرک نفت (منطقه ۱),۷۱٬۴۲۸٬۰۰۰ ,۷
964,۱۴۰۱,۳,۱۳۶,1,1,1,0,امیریه، خیابان بشیری (خ. ولیعصر),۵۰٬۰۰۰٬۰۰۰ ,۳
965,1369,۳,۱۷۰,1,1,1,0,اکباتان,۴۷٬۰۵۸٬۰۰۰ ,۳
966,۱۳۹۱,۲,۸۵,1,1,1,0,پونک,۸۰٬۰۰۰٬۰۰۰ ,۴
967,1369,۲,۱۳۲,0,0,1,0,گیشا (کوی نصر),۳۷٬۱۲۱٬۰۰۰ ,۴
968,۱۳۷۱,۲,۸۰,0,0,1,0,آذربایجان,۳۴٬۰۰۰٬۰۰۰ ,۱
969,۱۳۸۰,۳,۱۵۰,1,1,1,0,میرداماد,۷۶٬۶۶۶٬۰۰۰ ,۴
970,۱۴۰۱,۲,۱۰۰,1,1,1,0,دریاچه شهدای خلیج فارس,۱۳٬۵۰۰٬۰۰۰ ,۸
971,۱۳۹۳,۱,۵۲,1,0,1,0,نظام‌آباد، خیابان نظام آباد (خ. مدنی),۴۰٬۳۸۴٬۰۰۰ ,۲
972,۱۳۷۱,۲,۱۱۵,1,1,1,0,جهاد,۶۶٬۰۸۶٬۰۰۰ ,۵
973,۱۳۸۲,۳,۱۷۵,1,1,1,0,جردن,۹۷٬۱۴۲٬۰۰۰ ,۲
974,۱۴۰۱,۳,۱۳۸,1,1,1,0,دیلمان,۴۵٬۰۷۲٬۰۰۰ ,۴
975,۱۳۸۶,۲,۶۶,1,0,0,0,منصوریه (پل سیمان),۲۶٬۰۶۰٬۰۰۰ ,۴
976,1369,۳,۱۷۶,0,0,0,0,جمهوری، خیابان سی تیر (خ. امام خمینی),۲۵٬۵۶۸٬۰۰۰ ,۱
977,۱۳۸۲,۲,۱۳۵,0,1,1,1,پاسداران، خیابان عراقی,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ ,na
978,۱۳۸۲,+۴,۷۵۰,0,1,1,1,هروی، خیابان وفامنش,۷۶٬۰۰۰٬۰۰۰٬۰۰۰ ,na
979,۱۳۸۳,۲,۹۹,1,1,1,0,پونک,۶۷٬۶۷۶٬۰۰۰ ,۵
980,۱۳۸۶,۳,۲۵۵,1,1,1,0,دروس,۹۴٬۱۱۷٬۰۰۰ ,۲
981,۱۳۸۴,۲,۱۰۷,0,0,1,0,دریاچه شهدای خلیج فارس,۴۹٬۵۳۲٬۰۰۰ ,۲
982,۱۳۷۵,۲,۱۰۵,1,1,1,0,جردن,۷۸٬۰۹۵٬۰۰۰ ,۵
983,۱۳۸۰,۳,۱۲۰,0,1,1,0,دریان‌نو,۵۴٬۱۶۶٬۰۰۰ ,۲
984,۱۳۹۲,۲,۹۰,1,1,1,0,ستارخان,۶۰٬۰۰۰٬۰۰۰ ,۲
985,۱۴۰۱,۲,۸۵,1,1,1,0,کوی فردوس,۷۲٬۰۰۰٬۰۰۰ ,۴
986,۱۳۹۲,۴,۲۶۰,1,1,1,0,سعادت‌آباد,۱۳۰٬۷۶۹٬۰۰۰ ,۵
987,۱۴۰۱,۳,۱۴۶,1,1,1,0,ولنجک,۱۳۰٬۰۰۰٬۰۰۰ ,۶
988,۱۴۰۱,۲,۱۱۰,1,1,1,0,شهرآرا,۷۷٬۲۷۲٬۰۰۰ ,۴
989,۱۳۸۵,۱,۵۷,0,1,1,0,جنت‌آباد مرکزی، بلوار جنت آباد مرکزی (بزرگراه همت),۶۸٬۰۷۰٬۰۰۰ ,0
990,۱۳۹۹,۳,۱۳۵,1,1,1,0,فرمانیه,۱۱۴٬۸۱۴٬۰۰۰ ,۳
991,۱۳۸۴,۲,۱۰۰,1,1,1,0,هروی,۸۰٬۰۰۰٬۰۰۰ ,۵
992,۱۳۷۸,۳,۱۶۲,1,1,1,0,شهرک غرب,۸۶٬۴۱۹٬۰۰۰ ,۲
993,۱۳۹۸,۳,۲۰۰,1,1,1,0,شهرک غرب,۱۳۵٬۰۰۰٬۰۰۰ ,۴
994,۱۴۰۱,۳,۱۲۵,1,1,1,0,دریاچه شهدای خلیج فارس,۲۹٬۰۰۰٬۰۰۰ ,۲۹
995,۱۴۰۱,۱,۷۰,1,1,1,0,بلوار کشاورز,۶۴٬۲۸۵٬۰۰۰ ,۳
996,۱۳۹۸,۲,۷۲,1,1,1,0,فاطمی,۷۸٬۸۸۸٬۰۰۰ ,۵
997,۱۴۰۱,۳,۱۴۸,1,1,1,0,شهرک غرب,۷۰٬۹۴۵٬۰۰۰ ,۳
998,۱۳۸۶,۱,۶۱,1,1,1,0,اباذر,۷۵٬۴۰۹٬۰۰۰ ,۱
999,۱۳۹۸,۳,۱۸۹,1,1,1,0,اراج,۱۳۲٬۲۷۵٬۰۰۰ ,۱۳
1000,۱۳۹۰,۳,۲۰۰,1,1,1,0,آجودانیه,۱۱۵٬۰۰۰٬۰۰۰ ,۳
1001,۱۳۸۸,۱,۴۵,0,0,1,0,بریانک، میدان بریانک,۳۶٬۶۶۶٬۰۰۰ ,0
1002,۱۳۹۴,۳,۱۵۰,1,1,1,0,درکه,۷۲٬۰۰۰٬۰۰۰ ,۵
1003,۱۴۰۱,۱,۶۰,1,1,1,0,میرداماد,۱۳۵٬۰۰۰٬۰۰۰ ,۳
1004,۱۳۸۰,۱,۵۵,0,1,1,0,ارامنه,۴۱٬۲۷۲٬۰۰۰ ,۲
1005,۱۳۸۷,۲,۹۵,1,1,1,0,اباذر,۶۹٬۴۷۳٬۰۰۰ ,۳
1006,۱۳۹۴,۱,۷۰,1,0,1,0,تهرانپارس شرقی,۴۲٬۸۵۷٬۰۰۰ ,۲
1007,۱۳۸۰,۱,۴۳,0,0,1,0,هاشم‌آباد,۲۶٬۵۱۱٬۰۰۰ ,۱
1008,۱۳۹۳,۲,۱۱۳,1,1,1,0,پونک,۷۶٬۳۷۱٬۰۰۰ ,۳
1009,۱۳۹۸,۲,۱۱۰,1,1,1,0,پاسداران,۸۹٬۰۹۰٬۰۰۰ ,۲
1010,۱۴۰۱,۲,۹۰,1,1,1,0,اختیاریه,۹۰٬۰۰۰٬۰۰۰ ,۱
1011,۱۳۹۱,۳,۱۷۲,1,1,1,0,هروی,۸۱٬۳۹۵٬۰۰۰ ,۴
1012,۱۳۹۶,۱,۶۹,1,1,0,0,میرداماد,۱۱۲٬۸۲۶٬۰۰۰ ,۳
1013,۱۳۹۹,۳,۱۵۲,1,1,1,0,پونک,۸۱٬۵۷۸٬۰۰۰ ,۳
1014,۱۳۹۸,۱,۷۱,1,1,1,0,ظفر,۸۴٬۵۰۷٬۰۰۰ ,۱
1015,۱۳۷۵,۳,۱۹۵,0,1,1,0,ستارخان,۴۸٬۲۰۵٬۰۰۰ ,۲
1016,۱۴۰۱,۳,۱۹۴,1,1,1,0,حسین‌آباد,۸۵٬۰۰۰٬۰۰۰ ,۳
1017,۱۳۹۵,۳,۱۷۰,1,1,1,0,جردن، خیابان ناهید غربی (خ. ولیعصر),۱۱۰٬۰۰۰٬۰۰۰ ,۱
1018,۱۴۰۱,۳,۱۲۷,1,1,1,0,ستارخان,۵۷٬۰۸۶٬۰۰۰ ,۴
1019,۱۳۸۰,۳,۱۳۵,1,1,1,0,شهرک غرب,۱۰۰٬۰۰۰٬۰۰۰ ,۳
1020,۱۳۹۵,۲,۱۳۲,1,1,1,0,اوین، کوچه هشترودی,۸۳٬۳۳۳٬۰۰۰ ,۳
1021,۱۴۰۱,۳,۱۶۰,1,1,1,0,میرداماد,۱۴۹٬۳۷۵٬۰۰۰ ,۳
1022,۱۳۹۸,۳,۱۳۳,1,1,1,0,شهرک غرب,۱۵۰٬۳۷۵٬۰۰۰ ,۳
1023,۱۳۹۷,۲,۹۵,1,1,1,0,جنت‌آباد جنوبی,۶۸٬۳۱۵٬۰۰۰ ,۲
1024,۱۳۷۸,۲,۸۷,0,0,1,0,امیریه,۳۳٬۳۳۳٬۰۰۰ ,۲
1025,۱۳۹۵,۲,۷۵,1,1,1,0,شمس‌آباد,۷۴٬۰۰۰٬۰۰۰ ,۴
1026,۱۴۰۱,۳,۱۸۰,1,1,1,0,پاسداران,۷۷٬۰۰۰٬۰۰۰ ,۸
1027,۱۴۰۰,۳,۱۸۱,1,1,1,0,زعفرانیه,۲۲۰٬۹۹۴٬۰۰۰ ,۴
1028,۱۴۰۱,۳,۱۷۵,1,1,1,0,قیطریه,۱۴۰٬۰۰۰٬۰۰۰ ,۴
1029,۱۴۰۱,۳,۱۹۰,1,1,1,0,دزاشیب، خیابان سلیمی شمالی (بلوار شهید اندرزگو),۱۳۴٬۲۱۰٬۰۰۰ ,۴
1030,۱۳۹۹,۳,۸۰,1,1,1,0,ازگل,۱۲۵٬۰۰۰٬۰۰۰ ,۸
